13,6,22,5,12,1,6,0,0,0
16,7,18,6,9,5,5,0,0,0
18,6,18,7,2,4,5,0,0,0
16,5,18,5,12,6,5,0,0,0
17,6,18,5,10,6,5,0,0,0
18,5,18,7,9,6,5,0,3,0
17,6,18,5,10,6,5,0,0,0
16,5,18,4,10,6,5,0,0,0
15,7,18,6,10,6,6,0,0,0
16,5,18,6,9,6,6,0,1,0
18,4,17,7,12,7,5,0,2,0
16,5,18,5,5,6,6,0,0,0
18,5,17,6,10,7,5,0,2,0
17,5,18,5,11,5,6,0,2,0
16,4,18,6,10,6,6,0,0,0
16,5,18,5,16,6,6,0,0,0
16,4,18,5,12,6,6,0,0,0
12,8,19,3,11,2,7,0,0,0
15,7,19,5,11,1,7,0,0,0
17,5,18,7,12,5,6,0,1,0
16,5,18,6,13,5,6,0,2,0
14,9,19,0,10,0,7,0,0,0
17,5,18,5,11,6,6,0,0,0
16,5,18,6,10,6,6,0,0,0
17,6,18,5,10,5,6,0,0,0
16,5,18,5,11,6,6,0,0,0
16,5,17,6,8,6,6,0,0,0
17,5,17,6,11,6,6,0,0,0
16,4,18,6,12,6,6,0,0,0
16,5,17,5,6,6,6,0,0,0
16,4,18,5,12,6,6,0,1,0
17,5,18,5,6,6,6,0,0,0
16,5,17,5,13,6,6,0,2,0
16,4,17,6,11,6,6,0,1,0
16,4,18,6,12,6,6,0,0,0
18,6,17,5,12,6,6,0,0,0
15,7,18,6,3,5,7,1,0,0
16,4,17,6,8,6,6,0,0,0
12,7,19,1,11,1,8,0,0,0
12,7,19,1,11,1,8,0,0,0
16,5,18,5,11,6,7,0,0,0
16,4,17,5,12,6,6,0,0,0
16,5,17,6,9,6,6,0,0,0
12,6,19,3,10,2,8,0,0,0
16,4,17,5,13,6,7,0,3,0
15,6,17,6,9,6,7,0,0,0
15,5,17,5,7,6,7,0,2,0
7,7,18,3,11,0,9,0,1,0
12,5,19,3,12,1,9,0,0,0
15,6,17,5,7,6,7,0,0,0
11,6,19,2,11,1,9,0,2,0
15,5,17,5,13,6,7,0,1,0
16,6,14,5,11,6,7,0,0,0
16,5,14,5,11,6,7,0,0,0
16,5,14,5,11,5,7,0,1,0
